ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,PotCntct,PotGap,PotPow,PotEye,PotKs,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CAb,CArm,P,C,1B,2B,3B,SS,LF,CF,RF,Speed,Steal,Run,SacBunt,BuntHit,Stf,Mov,Ctrl,PotStf,PotMov,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead
7023,"Anastasio Vargas",2B,100,89,17,2,28,192,R,R,40,65,65,55,35,40,65,65,55,35,65,70,45,60,45,50,35,20,25,0,0,0,70,50,50,35,0,0,45,35,20,35,25,20,25,20,20,25,20,80-83,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,L
7024,"Simon Chal",SP,-144,13,13,,18,187,L,R,20,25,20,25,20,35,25,20,30,30,25,30,40,25,30,20,20,20,20,35,0,0,0,0,0,0,0,0,25,20,20,50,30,30,30,25,45,35,45,86-88,51,70,60,0,0,30,0,30,30,0,30,0,0,0,0,0,0,40,0,40,55,0,30,0,0,0,0,L,L,N,N,N
7026,"Edgar Sánchez",3B,100,86,8,2,27,190,R,R,50,55,30,45,60,55,55,30,45,60,60,60,50,80,40,45,35,20,20,0,0,0,65,35,40,20,0,0,60,65,80,45,40,20,25,20,20,25,20,80-83,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
7027,"Jorge Guzmán",SP,-144,9,9,,18,196,R,R,20,25,20,20,20,30,35,25,20,25,30,35,50,20,25,35,25,25,20,45,0,0,0,0,0,0,0,0,25,20,25,45,20,35,35,25,45,35,35,92-94,51,70,35,45,0,0,0,35,20,0,0,0,0,0,0,55,0,0,0,55,20,0,0,0,0,0,0,L,N,N,N,N
7028,"Nelson Meléndez",RP,144,8,8,1,24,186,L,L,35,35,20,25,30,35,35,20,25,30,20,40,65,20,35,60,25,20,20,20,0,0,0,0,0,0,0,0,20,25,20,80,20,70,50,50,70,50,55,99-101,49,70,75,70,0,0,40,45,35,0,65,0,0,0,0,70,0,0,40,45,40,0,65,0,0,0,0,N,N,H,N,N
7029,"Rene Allaart",LF,0,0,0,0,24,188,R,R,40,65,45,55,40,45,65,50,60,40,50,40,35,45,55,75,60,20,20,0,0,0,0,0,0,55,45,50,35,65,65,35,20,20,30,20,20,30,20,80-83,46,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,H,N,N
7030,"Jesús Vázquez",RP,0,0,0,0,24,180,R,L,30,30,20,25,25,30,30,20,25,25,20,50,60,20,30,35,30,20,25,25,0,0,0,0,0,0,0,0,20,20,25,75,20,60,35,50,70,35,60,95-97,54,55,60,60,0,0,0,65,25,0,0,0,0,0,0,70,0,0,0,70,25,0,0,0,0,0,0,N,N,N,N,N
7031,"Jonathan King",3B,109,200,4,4,23,186,L,R,40,50,35,50,40,40,50,40,55,40,50,55,75,30,30,40,75,20,20,0,0,0,0,55,0,0,0,0,25,20,20,35,30,20,30,20,20,30,20,80-83,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L
7032,"Mauro Rey",2B,-144,21,21,,17,188,R,R,30,30,25,25,25,45,45,35,45,55,55,50,40,55,40,40,35,20,20,0,0,0,25,0,0,0,0,0,40,20,25,60,25,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L
7034,"Jesús Martínez",2B,-144,1,1,,17,180,R,R,20,45,25,20,20,45,55,40,40,35,55,45,50,75,45,50,40,20,25,0,0,0,25,20,25,0,20,0,70,50,35,35,25,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N
7035,"Carlton Jackson",SP,109,198,9,4,23,206,R,R,25,40,20,25,25,25,40,20,25,25,30,30,60,25,25,25,35,20,20,50,0,0,0,0,0,0,0,0,20,60,60,45,20,55,45,25,55,45,25,99-101,48,70,80,55,0,0,0,45,40,0,55,0,0,0,0,55,0,0,0,45,45,0,55,0,0,0,0,N,H,H,N,L
7037,"António Reyes",SP,113,243,20,6,18,194,R,R,20,25,25,20,20,30,35,30,20,25,25,25,45,25,30,40,30,20,20,30,0,0,0,0,0,0,0,0,20,20,20,45,20,40,45,20,55,55,30,94-96,66,75,30,0,45,0,30,35,0,45,0,0,0,0,0,0,55,0,50,55,0,60,0,0,0,0,0,L,L,N,N,N
7038,"José Patino",2B,-144,17,17,,18,192,R,R,20,35,25,20,20,40,45,25,40,40,35,40,40,45,35,30,25,20,20,0,0,0,20,0,0,0,0,0,40,40,45,55,45,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N
7039,"Joaquín Reyes",SP,0,0,0,0,33,186,R,R,30,35,25,25,30,30,35,25,25,30,30,35,40,20,25,25,25,20,25,45,0,0,0,0,0,0,0,0,35,35,30,45,20,55,50,60,55,50,60,93-95,52,60,60,0,0,60,0,60,0,0,0,65,0,0,0,0,0,60,0,60,0,0,0,65,0,0,0,N,H,L,N,N
7040,"Devin Love",RP,0,0,0,0,27,193,L,L,40,40,20,30,35,40,40,20,30,35,30,25,50,20,35,30,25,20,20,40,0,0,0,0,0,0,0,0,50,50,50,45,20,45,30,40,45,30,40,87-89,46,50,65,40,0,0,0,45,30,0,0,0,0,0,0,40,0,0,0,45,35,0,0,0,0,0,0,N,N,N,N,N
7041,"Shawn Cox",LF,143,351,22,6,19,189,R,R,40,50,20,35,40,45,50,25,45,50,25,45,35,40,50,50,35,20,20,35,0,0,0,0,0,35,20,0,50,45,35,30,35,30,35,25,50,35,45,85-87,52,65,60,30,0,0,0,0,40,35,0,0,0,0,0,45,0,0,0,0,65,50,0,0,0,0,0,N,N,N,N,N
7042,"Juan Martínez",SS,-144,12,12,,17,187,R,R,20,30,20,30,20,35,45,25,55,35,55,45,45,40,55,45,40,20,25,0,0,0,20,20,20,25,0,0,55,30,30,45,30,20,30,25,20,30,25,80-83,44,25,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,H,N
7043,"Ken Taylor",C,144,30,30,1,23,188,S,R,50,55,30,35,50,50,55,30,40,50,25,30,35,25,25,35,30,65,45,0,45,0,0,0,0,0,0,0,25,25,20,50,25,20,30,20,20,30,20,80-83,43,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N
7044,"Manny Calderón",SP,-144,15,15,,18,191,L,L,20,40,20,25,20,35,45,20,30,35,30,30,50,20,30,35,40,20,20,50,0,0,0,0,0,0,0,0,25,20,20,40,25,30,30,20,45,30,35,88-90,46,50,70,35,0,0,0,0,25,35,0,0,0,0,0,45,0,0,0,0,55,40,0,0,0,0,0,N,H,L,N,N
7045,"Danny Burke",C,114,257,4,6,19,189,R,R,30,40,30,30,25,40,45,50,50,30,20,25,45,25,20,30,35,40,50,0,0,0,0,0,0,0,0,0,30,40,30,50,20,20,25,20,20,25,20,80-83,40,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
7046,"Ron Burrell",C,109,204,2,4,23,192,R,R,50,50,35,50,60,50,50,35,55,60,30,45,40,25,25,25,35,65,45,0,40,0,0,0,0,0,0,0,25,20,30,30,30,20,25,20,20,25,20,80-83,39,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N
7047,"Magali Dez",C,102,123,22,3,23,183,R,R,35,65,45,55,30,35,65,55,60,30,30,35,30,25,25,25,30,65,45,0,50,0,0,0,0,0,0,0,30,30,25,25,30,20,25,20,20,25,20,80-83,39,25,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,L,L,H,L
7048,"Darren Arscott",SS,-144,28,28,,17,185,R,R,20,35,20,35,20,35,45,30,65,35,70,35,55,75,35,50,50,20,20,0,0,0,25,25,25,0,0,0,70,40,50,65,50,20,30,25,20,30,25,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L
7050,"Jorge Parra",SP,-144,28,28,,17,194,R,R,20,20,20,20,20,20,25,20,25,20,35,30,45,30,25,25,25,20,20,50,0,0,0,0,0,0,0,0,25,20,20,45,30,30,35,25,45,35,45,90-92,50,55,20,40,0,0,25,30,0,0,0,0,0,0,0,45,0,0,45,55,0,0,0,0,0,0,0,N,L,N,N,N
7052,"Chris Ferguson",SP,0,0,0,0,30,187,S,L,35,35,25,30,40,35,35,25,30,40,25,30,50,20,20,25,25,20,20,40,0,0,0,0,0,0,0,0,25,25,25,70,20,65,40,65,65,40,65,91-93,61,70,60,55,0,0,30,60,65,60,0,0,0,0,0,55,0,0,30,60,65,60,0,0,0,0,0,N,H,N,N,N
7053,"Mario Villeneuve",RP,109,204,2,4,23,178,R,L,45,35,25,30,45,45,35,25,30,50,20,25,70,20,35,25,20,20,20,20,0,0,0,0,0,0,0,0,20,25,30,65,20,45,35,45,50,35,45,93-95,53,50,60,0,0,45,45,40,0,0,0,0,0,0,0,0,0,45,55,45,0,0,0,0,0,0,0,L,N,H,L,L
7054,"Chandler MacDermid",SP,115,264,9,6,20,189,L,L,35,45,20,25,25,35,45,20,30,35,20,30,50,25,20,25,25,20,20,30,0,0,0,0,0,0,0,0,20,20,25,80,20,50,35,30,60,40,35,96-98,48,25,55,55,0,0,0,0,35,0,0,0,50,0,0,65,0,0,0,0,45,0,0,0,70,0,0,N,H,N,N,N
7056,"Micah Gray",LF,107,173,10,4,23,184,L,L,40,50,45,35,50,45,50,45,35,60,45,50,45,25,55,45,65,20,20,0,0,0,0,0,0,50,30,35,70,45,45,35,25,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,L
7058,"António Colón",C,-144,4,4,,18,186,R,R,30,40,20,25,25,40,55,30,45,40,40,50,50,40,35,45,45,55,45,0,0,0,0,0,0,0,0,0,25,50,60,45,35,20,30,20,20,30,20,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
7060,"Gilberto Enríquez",CF,-144,15,15,,17,184,R,R,20,35,20,25,25,35,50,30,45,40,55,40,50,40,45,45,60,20,20,0,0,0,0,0,0,25,0,20,40,45,45,35,30,20,30,20,20,30,20,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N
7061,"Bagus Susanti",C,114,287,12,6,19,201,R,R,35,40,25,30,30,40,45,30,40,35,30,30,35,35,30,35,40,45,45,0,0,0,0,0,0,0,0,0,30,30,20,35,20,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N
7063,"Héctor Anaya",SP,-144,25,25,,17,186,L,L,30,30,20,20,25,40,35,25,20,50,20,35,45,25,25,20,35,20,20,25,0,0,0,0,0,0,0,0,20,20,20,50,20,30,35,20,50,40,35,87-89,54,65,75,35,0,0,25,0,0,0,0,25,0,0,0,45,0,0,55,0,0,0,0,65,0,0,0,L,H,L,N,N
7065,"Brit Anderson",RP,0,0,0,0,30,175,R,R,35,35,25,30,45,35,35,25,30,45,25,25,55,25,20,25,25,20,20,35,0,0,0,0,0,0,0,0,20,60,60,65,20,70,45,55,70,45,55,97-99,41,25,40,65,0,0,0,70,40,0,0,0,0,0,0,65,0,0,0,70,40,0,0,0,0,0,0,N,N,N,N,N
7066,"Jeremy Roy",RP,100,92,5,2,19,198,L,R,35,40,20,25,30,40,40,20,25,35,20,25,45,25,20,25,35,20,20,20,0,0,0,0,0,0,0,0,20,20,25,55,20,35,30,30,40,30,30,88-90,49,55,40,35,0,0,30,0,20,0,0,0,0,0,0,45,0,0,40,0,40,0,0,0,0,0,0,N,N,N,N,N
7067,"Jon Wright",SP,113,338,5,6,19,191,R,R,20,30,25,25,20,35,35,30,25,30,30,30,50,25,25,25,40,20,20,50,0,0,0,0,0,0,0,0,25,20,30,70,20,35,35,20,45,35,35,89-91,51,35,55,35,0,0,25,30,0,0,0,0,0,0,0,45,0,0,45,45,0,0,0,0,0,0,0,L,L,N,N,N
7068,"Mang Phu",RP,101,107,28,2,23,194,S,R,35,40,20,25,35,35,40,20,25,35,25,30,50,25,25,25,30,20,20,40,0,0,0,0,0,0,0,0,20,25,35,65,20,50,55,60,50,55,60,92-94,58,60,50,50,0,0,50,35,25,0,0,0,0,0,0,50,0,0,50,35,40,0,0,0,0,0,0,N,N,N,N,N
7069,"Mike Wilson",RP,102,121,18,3,27,194,R,R,35,40,25,30,35,35,40,25,30,35,25,35,50,25,35,30,30,20,25,45,0,0,0,0,0,0,0,0,25,25,25,45,20,60,40,45,60,40,50,92-94,53,55,35,60,0,0,55,0,60,0,0,0,0,0,0,60,0,0,55,0,65,0,0,0,0,0,0,N,H,N,H,N
7070,"Su-kweon Lee",SS,-144,5,5,,17,187,S,R,20,30,20,20,20,35,40,25,40,35,55,60,45,65,35,45,45,20,20,0,0,25,25,25,25,0,0,0,60,60,55,80,50,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N
7071,"Sin-young Lee",SP,-144,13,13,,17,193,L,R,20,20,20,20,20,35,30,20,30,25,25,55,55,25,30,30,40,20,20,55,0,0,0,0,0,0,0,0,25,20,20,45,20,30,30,20,50,30,30,87-89,47,50,45,35,0,0,30,25,0,0,0,0,0,0,0,50,0,0,60,50,0,0,0,0,0,0,0,H,N,N,N,N
7072,"Aurelio Berroa",C,143,344,26,6,19,187,S,R,20,50,25,30,20,35,50,45,50,25,25,25,30,20,20,25,30,45,35,0,0,0,0,0,0,0,0,0,20,20,20,70,20,20,30,20,20,30,25,80-83,41,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
7073,"Joe Atkins",3B,0,0,0,0,24,187,R,R,45,55,35,50,40,50,55,35,50,50,35,50,60,65,35,45,60,20,20,0,0,0,0,35,0,0,0,0,60,55,60,45,40,35,30,30,40,30,45,84-86,49,60,35,40,0,0,0,50,20,0,0,0,0,0,0,50,0,0,0,60,25,0,0,0,0,0,0,N,H,H,N,N
7074,"Torvald van Mierlo",SP,-144,23,23,,17,190,S,R,25,25,20,20,25,35,35,20,25,35,35,25,55,20,30,35,30,20,20,50,0,0,0,0,0,0,0,0,25,20,20,65,20,35,40,25,50,50,40,94-96,58,60,35,45,0,0,30,35,25,0,0,0,0,0,0,60,0,0,50,45,45,0,0,0,0,0,0,N,H,L,H,L
7075,"Bob Raines",LF,144,28,28,1,26,188,R,R,45,60,65,50,35,45,60,65,50,35,40,35,40,40,55,50,60,20,20,0,0,0,0,0,0,60,30,20,55,65,65,35,20,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N
7076,"Úrsula Ermito",1B,0,0,0,0,24,187,R,R,45,50,20,45,45,45,50,25,50,50,55,60,55,50,40,45,45,20,25,0,0,65,35,45,25,0,0,0,35,50,35,55,30,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
7077,"César Hernández",1B,102,120,4,3,25,192,R,R,50,55,55,45,50,50,55,55,50,50,40,40,35,30,30,25,25,20,25,0,0,60,0,0,0,0,0,0,30,40,20,35,25,20,30,25,20,30,25,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
7078,"Jorge Escobedo",RF,-144,17,17,,17,195,S,R,30,35,20,25,30,40,40,25,35,50,30,30,50,25,40,40,60,20,20,0,0,0,0,0,0,20,0,25,25,35,20,50,25,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,L
7080,"José Gonzáles",SP,-144,17,17,,17,184,L,R,20,35,25,20,20,20,40,35,20,20,30,20,45,35,35,20,25,20,20,40,0,0,0,0,0,0,0,0,20,20,20,70,20,30,30,20,40,30,20,88-90,51,50,45,40,0,0,25,30,25,0,35,0,0,0,0,40,0,0,30,45,40,0,35,0,0,0,0,H,H,N,L,N
7081,"Will Ryan",1B,0,0,0,0,31,185,R,R,45,55,50,60,45,45,55,50,60,45,60,65,35,75,45,45,50,20,20,0,0,70,0,0,0,0,0,0,60,35,20,30,35,20,30,25,20,30,25,80-83,42,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
7082,"José Antonio Castillo",SP,-144,16,16,,17,190,R,R,20,25,20,25,20,30,35,20,35,30,35,20,60,25,25,20,35,20,20,50,0,0,0,0,0,0,0,0,30,20,30,55,25,30,35,25,45,35,40,87-89,51,70,45,35,0,0,0,25,25,0,0,0,0,0,0,45,0,0,0,55,35,0,0,0,0,0,0,N,L,H,L,L
7083,"Reggie Burris",RP,113,254,8,6,19,191,R,R,40,40,25,20,30,45,40,30,20,40,20,25,45,20,20,35,30,20,20,20,0,0,0,0,0,0,0,0,20,20,20,60,20,40,35,30,60,40,50,92-94,46,35,40,45,0,0,35,40,20,0,0,0,0,0,0,55,0,0,35,65,20,0,0,0,0,0,0,N,N,N,N,N
7084,"José Martínez",CF,-144,17,17,,19,189,R,R,30,30,20,25,25,45,40,25,50,35,50,45,35,40,65,55,50,20,20,0,0,0,0,0,0,25,25,25,65,60,70,60,55,20,30,20,20,30,20,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N
7085,"Alfredo Farías",SP,-144,30,30,,17,181,R,R,20,30,20,20,20,20,40,20,40,20,40,30,55,30,55,30,30,20,20,60,0,0,0,0,0,0,0,0,25,20,20,80,20,30,30,25,45,35,45,88-90,49,55,75,0,0,35,0,30,25,35,0,0,0,0,0,0,0,55,0,40,25,40,0,0,0,0,0,N,L,N,H,N
7087,"Jonathan Curtis",C,113,254,8,6,20,193,R,R,35,45,25,30,35,40,45,35,35,40,20,35,45,25,20,25,35,40,45,0,0,0,0,0,0,0,0,0,30,40,40,35,25,20,25,20,20,25,20,80-83,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
7089,"Albert Rivera",RP,104,143,20,3,24,200,R,R,25,35,20,25,20,25,35,20,25,25,30,30,70,45,30,30,25,20,20,55,0,0,0,0,0,0,0,0,25,25,30,60,20,55,45,45,55,45,45,95-97,52,60,80,65,0,0,40,0,45,0,0,0,0,0,0,65,0,0,40,0,45,0,0,0,0,0,0,N,N,N,N,N
7090,"Joe Scott",1B,0,0,0,0,31,188,L,L,55,60,60,45,55,55,60,60,45,55,45,40,50,25,25,25,25,20,20,0,0,60,0,0,0,0,0,0,35,45,35,35,20,20,30,20,20,30,20,80-83,45,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
7091,"Jim Goodwin",2B,0,0,0,0,27,189,R,R,45,50,25,40,55,45,50,25,40,55,50,50,40,45,40,45,30,20,20,0,0,0,45,0,30,0,0,0,70,50,45,50,40,20,30,25,20,30,25,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L
7092,"Iván Gutiérrez",3B,114,255,22,6,18,188,R,R,35,35,30,30,30,45,45,45,50,45,35,50,60,30,25,35,55,20,20,0,0,0,0,20,0,0,0,0,40,45,35,40,20,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,L,H,N
7093,"Pepe Acevedo",SP,113,254,8,6,17,180,R,R,30,30,20,20,30,45,40,20,30,50,25,30,40,30,35,30,35,20,20,35,0,0,0,0,0,0,0,0,20,20,20,45,20,35,35,30,55,50,50,92-94,55,60,55,45,0,0,30,0,20,40,40,0,0,0,0,60,0,0,55,0,25,55,55,0,0,0,0,H,N,L,N,N
7094,"Mike Reynolds",1B,108,188,12,4,23,193,L,L,45,50,35,45,35,50,50,40,55,45,35,25,40,25,30,30,25,20,20,0,0,40,0,0,0,0,0,0,25,20,20,30,25,20,30,20,20,30,20,80-83,43,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,L
7095,"Darrel Avery",RP,144,28,28,1,27,174,L,L,40,40,30,25,55,45,40,30,30,55,30,35,60,20,20,25,35,20,20,50,0,0,0,0,0,0,0,0,25,20,30,70,20,65,60,50,70,60,50,95-97,61,40,65,65,0,0,0,0,0,65,0,0,0,0,0,70,0,0,0,0,0,65,0,0,0,0,0,N,L,H,N,L
7096,"Bernardo Martínez",C,0,0,0,0,18,190,R,R,35,35,25,30,25,45,45,40,55,40,20,30,30,25,30,20,30,50,40,0,0,0,0,0,0,0,0,0,20,25,20,35,25,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H
7097,"Adrián Ramos",CF,0,0,0,0,17,185,S,R,35,50,20,25,30,45,60,35,45,50,55,50,50,55,50,55,65,20,20,0,0,0,0,20,0,20,20,20,60,50,50,50,45,20,30,20,20,30,20,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N
7098,"Rubén Padilla",3B,-144,9,9,,17,186,L,R,40,40,25,25,30,50,60,45,35,40,50,55,65,45,55,50,70,20,20,0,0,25,20,25,20,0,20,0,25,30,20,40,25,20,30,20,20,30,20,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,L
7100,"Nelson Ybarra",1B,0,0,0,0,17,189,L,R,35,50,20,25,25,50,50,40,45,40,35,35,40,25,50,30,30,20,20,0,0,25,0,0,0,0,0,0,30,35,20,35,25,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N
7102,"Jim Brooks",RP,0,0,0,0,30,194,L,L,45,35,25,25,55,45,35,25,25,55,20,20,40,20,30,30,25,20,20,20,0,0,0,0,0,0,0,0,20,25,40,45,20,60,50,55,60,50,55,93-95,57,55,65,65,0,0,0,65,0,0,0,0,0,0,0,65,0,0,0,65,0,0,0,0,0,0,0,N,N,N,N,N
7103,"Andrew Sallis",2B,-144,25,25,,17,181,R,R,30,35,25,25,25,45,50,40,35,55,40,40,45,65,35,45,30,20,20,0,0,0,20,0,0,0,0,0,70,60,50,60,55,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N
7104,"Guignard Peretti",LF,-144,14,14,,17,193,R,L,25,30,20,25,25,40,50,40,40,45,35,30,35,20,55,60,45,20,20,0,0,0,0,0,0,25,25,25,65,55,60,80,60,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,L
7105,"Joe Barker",SP,101,106,15,2,24,191,R,R,35,35,25,25,30,35,35,25,25,30,25,30,55,25,30,35,55,20,20,40,0,0,0,0,0,0,0,0,25,20,20,45,20,70,45,60,70,45,60,94-96,45,45,65,55,55,0,75,0,35,0,0,0,0,0,0,55,55,0,75,0,35,0,0,0,0,0,0,N,N,H,L,N
7106,"Kevin Wade",RP,114,287,12,6,19,192,R,R,25,35,20,20,20,30,35,20,25,25,25,25,45,30,30,30,30,20,20,35,0,0,0,0,0,0,0,0,25,30,30,65,25,40,35,25,45,35,25,89-91,52,75,50,40,40,0,0,0,20,0,0,0,0,0,0,45,45,0,0,0,20,0,0,0,0,0,0,N,H,N,N,H
7107,"Víctor Rivera",2B,-144,27,27,,17,184,L,R,40,60,25,20,30,60,65,45,35,60,55,50,40,60,35,45,40,20,20,0,0,0,25,0,20,0,0,0,60,50,40,65,20,20,30,25,20,30,25,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
7108,"Ron Watkins",2B,113,289,1,6,20,186,R,R,40,45,25,25,35,50,50,30,30,55,50,55,40,40,20,40,30,20,20,0,0,0,30,0,0,0,0,0,35,65,60,80,20,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,H,N,N
7109,"Kevin Farrell",2B,114,287,12,6,19,187,R,R,30,35,20,35,25,35,40,25,50,35,50,35,40,40,40,45,30,20,20,0,0,0,25,0,0,0,0,0,70,45,40,35,20,20,30,20,20,30,20,80-83,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
7110,"Denver King",SS,108,189,24,4,20,183,L,R,40,45,25,35,30,40,45,25,50,40,60,60,70,70,70,65,70,20,25,0,0,0,0,55,45,0,0,0,50,50,50,50,40,20,30,20,20,30,20,80-83,42,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,H,L,L
7111,"Don Webb",SP,145,405,405,11,17,193,R,R,20,25,20,25,20,25,35,25,30,25,35,25,40,20,30,35,30,25,20,45,0,0,0,0,0,0,0,0,20,20,20,35,20,35,35,20,45,40,35,89-91,53,65,35,45,0,0,35,0,0,0,0,0,0,0,0,50,0,0,60,0,0,0,0,0,0,0,0,L,L,N,N,N
7112,"Chris Dixon",RP,0,0,0,0,34,193,S,R,30,35,20,30,25,30,35,20,30,25,25,35,40,35,25,25,25,20,25,40,0,0,0,0,0,0,0,0,20,20,20,65,20,55,50,55,55,50,55,96-98,54,55,30,65,0,0,0,0,20,55,50,0,0,35,0,65,0,0,0,0,20,55,50,0,0,35,0,N,N,N,N,L
7113,"Juan Castro",SP,113,245,15,6,18,186,R,R,25,30,20,20,25,40,40,20,20,45,30,35,45,35,35,20,30,20,20,50,0,0,0,0,0,0,0,0,30,20,20,55,20,45,45,25,60,55,35,97-99,62,60,35,55,50,0,0,0,20,0,0,0,0,0,0,70,65,0,0,0,30,0,0,0,0,0,0,N,N,L,N,N
