"ID","First Name","Last Name","Team ID","Parent Team ID","Level","Pos","Role","Age","Retired"
7170,Jon,Kenney,122,8,3,8,0,23,0
7171,Ian,Dobson,0,0,0,8,0,30,1
7172,Xavier,Rangel,10,0,1,1,11,17,0
7173,Steve,Diamond,149,20,4,1,12,23,0
7174,Ignacio,González,3,0,1,1,11,17,0
7175,Alan,Bacon,203,5,4,3,0,23,0
7176,Tony,Riggs,0,0,0,1,11,42,1
7177,Alfredo,Gonzáles,111,24,2,3,0,30,0
7178,Al,Turner,0,0,0,9,0,35,1
7179,Joaquín,Medine,23,0,1,1,11,17,0
7180,Miguel Angel,Maldonado,405,0,11,1,11,18,0
7181,Karst,Asmus,28,0,1,1,11,17,0
7182,César,García,8,0,1,1,11,17,0
7183,Jonathan,Wilson,0,0,0,8,0,34,1
7184,Ken,Jones,0,0,0,1,11,33,0
7185,Jeff,Cross,0,0,0,3,0,31,0
7186,Adam,Legrow,0,0,0,1,11,35,0
7187,Sun-jae,Yun,15,0,1,1,11,17,0
7188,Willie,Merritt,241,14,6,2,0,19,0
7189,Nils,Blok,4,0,1,1,11,17,0
7190,Nelson,Águila,2,0,1,1,11,17,0
7191,José,Rivera,159,13,4,8,0,24,0
7192,Jorge,Duarte,22,0,1,4,0,17,0
7193,Tony,Alvarado,28,0,1,6,0,17,0
7194,Greg,Powell,253,18,6,1,12,19,0
7195,Edgardo,González,202,27,4,8,0,23,0
7196,Oreste,Verrochio,1,0,1,1,11,17,0
7197,Aarnoud,Fernhout,24,0,1,1,11,17,0
7198,Raúl,Valadez,1,0,1,8,0,17,0
7199,Chris,Sánchez,105,29,2,1,12,29,0
7200,Max,Newby,6,0,1,9,0,17,0
7201,Raúl,Rojas,181,10,4,8,0,23,0
7202,Jesús,Ortega,12,0,1,8,0,17,0
7203,Jorge,González,15,0,1,1,11,18,0
7204,Raúl,Mendoza,29,0,1,1,11,17,0
7205,Geoff,Roberson,0,0,0,9,0,25,0
7206,José,Padilla,368,17,5,1,12,23,0
7207,Don,Johnston,0,0,0,1,11,33,1
7208,Efraim,Zippro,92,5,2,1,11,24,0
7209,Orlando,López,29,0,1,7,0,19,0
7210,Mario,Alaniz,242,24,6,3,0,18,0
7211,Ben,Cartwright,0,0,0,3,0,40,1
7212,José,Flores,9,0,1,1,11,17,0
7213,Héctor,Arellano,16,0,1,1,11,18,0
7214,Dermott,Balmforth,143,20,3,1,12,24,0
7215,Jorge,Ramírez,4,0,1,1,11,17,0
7216,Jorge,Pagán,28,0,1,1,11,18,0
7217,Juan,Álvarez,25,0,1,4,0,17,0
7218,Juan,De La Cruz,10,0,1,5,0,19,0
7219,Reece,Cobbold,18,0,1,7,0,17,0
7220,Luis,Martínez,16,0,1,1,11,17,0
7221,Joe,Raines,405,0,11,1,11,16,0
7222,Ronnie,White,0,0,0,3,0,31,1
7223,Don,Alexander,267,14,6,5,0,19,0
7224,Kevin,Peters,240,6,6,8,0,20,0
7225,Juan,Guerra,14,0,1,1,11,18,0
7226,Dan,Thompson,0,0,0,1,12,20,0
7227,Bert,Blakey,94,3,2,2,0,29,0
7228,Chris,McDaniel,0,0,0,9,0,38,1
7229,Rob,Hill,0,0,0,7,0,30,0
7230,Rob,Palmer,0,0,0,1,12,45,1
7231,Jorge,Bueno,25,0,1,1,13,17,0
7232,Ánibal,Rúbio,208,27,5,1,12,23,0
7233,Corey,Boundy,4,0,1,1,11,17,0
7234,Tony,Martínez,14,0,1,4,0,17,0
7235,Scot,Hill,6,0,1,5,0,26,0
7236,Eric,Beasley,90,18,2,1,11,30,0
7237,Robinson,Victa,12,0,1,1,11,18,0
7238,Juan,Hernández,27,0,1,9,0,18,0
7239,Dwight,van Dam,179,29,4,1,12,24,0
7240,Wes,Bush,102,20,2,1,11,22,0
7241,Joshua,Scoley,260,7,6,6,0,19,0
7242,Jorge,Ríos,0,0,0,1,12,31,0
7243,Oliver,Mendoza,19,0,1,1,11,17,0
7244,António,Soto,26,0,1,2,0,17,0
7245,Inês,Mozes,25,0,1,6,0,18,0
7246,Silvestro,Rezzori,1,0,1,1,11,17,0
7247,Alex,McCabe,405,0,11,1,11,16,0
7248,Juan,García,2,0,1,6,0,24,0
7249,Edgardo,Flores,27,0,1,8,0,17,0
7250,Dwayne,Allen,0,0,0,1,12,19,0
7251,Doug,Garrett,23,0,1,1,11,28,0
7252,Jeff,Cowan,0,0,0,4,0,31,0
7253,Luis,González,5,0,1,1,11,17,0
7254,Robinson,Pérez,21,0,1,3,0,18,0
7255,José,Guzmán,8,0,1,2,0,17,0
7256,Steve,Sexton,0,0,0,1,11,40,1
7257,Luis,Vélez,243,20,6,1,11,17,0
7258,Joe,Arrington,0,0,0,1,11,30,0
7259,Ijo,Ernalia,346,13,6,8,0,19,0
7260,Luis,Seroro,158,30,4,1,12,24,0
7261,Luis,Cruz,5,0,1,1,11,18,0
7262,Johnny,Patton,206,3,5,1,12,24,0
7263,Dave,Moore,27,0,1,2,0,27,0
7264,Walt,Gilliam,132,24,3,6,0,27,0
7265,Greg,Hairston,286,23,6,1,11,19,0
7266,Joo-Chan,Lee,177,7,4,4,0,24,0
7267,Alfredo,Navarro,25,0,1,1,11,18,0
7268,Jin-yu,So,5,0,1,5,0,18,0
7269,Jorge,López,13,0,1,2,0,18,0
7270,Reginald,Bennett,419,0,11,4,0,17,0
7271,Dave,Reynolds,419,0,11,7,0,15,0
7272,César,Domínguez,0,0,0,4,0,33,0
7273,Héctor,Gómez,9,0,1,1,11,17,0
7274,Luis Manuel,García,16,0,1,1,11,18,0
7275,Albert,Sánchez,118,29,3,8,0,26,0
7276,Ángelo,Díaz,14,0,1,6,0,18,0
7277,Josh,Gregory,176,15,4,1,12,23,0
7278,Billy,Barry,0,0,0,9,0,28,0
7279,Ki-seop,Kim,8,0,1,7,0,18,0
7280,Rob,Roberts,130,16,3,6,0,27,0
7281,Iván,Ramírez,23,0,1,1,11,17,0
7282,Luis,Rivera,27,0,1,1,11,18,0
7283,Greg,West,190,3,4,1,12,24,0
7284,Jop,Wormgoor,23,0,1,1,11,18,0
7285,Jon,Streets,339,13,6,6,0,19,0
7286,Orlando,Ortíz,19,0,1,2,0,19,0
7287,Min-heui,Pok,15,0,1,6,0,19,0
7288,Tze-meng,Yep,4,0,1,1,11,18,0
7289,Theo,van Leeuwen,23,0,1,1,11,17,0
7290,Jerry,McGee,338,5,6,9,0,20,0
7291,Jesús,Amador,18,0,1,1,11,18,0
7292,Wilbert,Stevens,114,25,2,1,12,30,0
7293,Rhys,Tyreman,0,0,0,4,0,39,1
7294,Octávio,Gonzáles,8,0,1,1,11,17,0
7295,Orlando,Ramos,19,0,1,1,11,17,0
7296,Héctor,Rodríguez,11,0,1,2,0,19,0
7297,Jake,Beard,0,0,0,1,12,35,1
7298,José,Ramírez,6,0,1,1,12,29,0
7299,Cisco,Saucedo,12,0,1,2,0,18,0
7300,Héctor,Rayna,23,0,1,1,12,31,0
7301,Jeremy,Warren,108,16,2,1,12,25,0
7302,Héctor,Lerma,0,0,0,4,0,29,0
7303,Jorge,Carrillo,27,0,1,8,0,17,0
7304,Jesús,Ortíz,1,0,1,1,11,17,0
7305,Pepe,Delgado,10,0,1,8,0,17,0
7306,Kanne,Koper,30,0,1,1,11,17,0
7307,Ben,Ellis,148,25,4,6,0,25,0
7308,Juan,Sosa,22,0,1,1,11,18,0
7309,Jesús,López,379,3,6,1,11,18,0
7310,Sandor,Meurs,6,0,1,1,11,17,0
7311,José,Cabrera,25,0,1,1,11,18,0
7312,Robbie,Fox,159,13,4,5,0,24,0
7313,Ed,Russell,0,0,0,2,0,30,1
7314,Octávio,González,29,0,1,3,0,17,0
7315,Sergio,Jaramillo,189,24,4,1,11,19,0
7316,Gareth,Brine,0,0,0,7,0,38,1
7317,Juan,Amador,381,7,6,1,12,18,0
7318,Sam,Jenkins,134,2,3,2,0,27,0
7319,Joel,Clay,224,6,5,2,0,19,0
7320,Micheal,Pappas,419,0,11,9,0,16,0
7321,Alexander,van Overbeek,178,23,4,1,11,23,0
7322,Lothar,Arendse,18,0,1,6,0,18,0
7323,Manny,Cordero,255,22,6,1,12,19,0
7324,César,Garza,27,0,1,7,0,24,0
7325,Ty,Wilson,0,0,0,1,11,43,1
7326,Cipriano,Flores,8,0,1,1,11,18,0
7327,Chris,Allen,25,0,1,9,0,36,0
7328,Rubén,Quintero,189,24,4,1,11,19,0
7329,Adrián,Camacho,13,0,1,1,12,24,0
7330,César,Miranda,419,0,11,8,0,17,0
7331,Norm,Smith,0,0,0,1,12,33,0
7332,Alfredo,Moreno,11,0,1,1,11,17,0
7333,Jan,van Oeveren,379,3,6,6,0,18,0
7334,Luis,Franco,255,22,6,1,12,18,0
7335,Tjakke,Rietmulder,92,5,2,6,0,29,0
7336,Jung-min,Lee,0,0,0,1,12,37,1
7337,Bob,Robertson,378,28,6,1,11,18,0
7338,José,Nájera,9,0,1,1,11,17,0
7339,Chris,Morris,0,0,0,1,11,41,1
7340,Wendel,Roos,12,0,1,8,0,18,0
7341,Manny,Reyes,112,12,2,8,0,30,0
7342,Mitch,Murray,224,6,5,4,0,23,0
7343,Esteban,Serrano,5,0,1,4,0,18,0
7344,Chet,Watkins,179,29,4,2,0,23,0
7345,Jesús,Arenas,23,0,1,1,11,17,0
7346,Deu-kyum,Lim,127,21,3,1,12,29,0
7347,Jesús,Gracía,14,0,1,1,11,18,0
7348,Ron,Keller,0,0,0,1,11,18,0
7349,Esteban,Costa,2,0,1,1,11,17,0
7350,Enrico,Hernández,0,0,0,5,0,28,0
7351,Manny,López,0,0,0,1,12,19,0
7352,Víctor,Rojas,92,5,2,2,0,29,0
7353,José,Salgado,363,21,6,1,11,19,0
7354,Jimmy,Carlucci,0,0,0,1,12,29,0
7355,Ignacio,Medrano,23,0,1,8,0,17,0
7356,Bobby,Westbrook,90,18,2,9,0,32,0
7357,Chong-seop,Ahn,5,0,1,1,11,17,0
7358,Tony,Castro,0,0,0,1,12,19,0
7359,Curt,Parker,255,22,6,4,0,19,0
7360,Arturo,Varela,259,3,6,2,0,18,0
7361,Jesús,Aguilar,0,0,0,2,0,39,1
7362,Waylon,Miles,343,12,6,1,11,20,0
7363,Ben,Ontiveros,0,0,0,1,12,29,1
7364,Tristan,Powell,26,0,1,9,0,26,0
7365,Juan,Zamora,12,0,1,1,11,18,0
7366,Levi,de Kok,381,7,6,1,12,18,0
7367,Jorge,Muñóz,28,0,1,2,0,17,0
7368,Eric,Thomas,240,6,6,7,0,18,0
7369,Eric,Lane,25,0,1,6,0,27,0
7370,Mario,Martínez,19,0,1,1,11,17,0
7371,Arturo,Gómez,13,0,1,8,0,17,0
7372,José,Batista,23,0,1,6,0,17,0
7373,Chris,Peterson,0,0,0,8,0,42,1
7374,Jesús,García,87,21,2,1,12,28,0
7375,Bernie,Holland,0,0,0,1,12,27,0
7376,Josh,Harris,114,25,2,9,0,29,0
7377,Ted,Daly,88,4,2,2,0,26,0
7378,Raúl,Ocampo,339,13,6,4,0,17,0
7379,Sam,Klapwijk,16,0,1,3,0,17,0
7380,Rex,Fields,0,0,0,1,12,28,0
7381,Nelson,Hernández,21,0,1,1,11,29,0
7382,Jun-ho,Park,21,0,1,1,11,18,0
7383,Jesús,Gómez,16,0,1,8,0,18,0
7384,Duncan,Been,8,0,1,8,0,18,0
7385,Ánibal,Rodríguez,27,0,1,1,11,19,0
7386,Israel,Montalvo,0,0,0,1,11,31,1
7387,Manolo,Romero,11,0,1,8,0,18,0
7388,José,Sánchez,26,0,1,1,11,18,0
7389,Doug,Dixon,112,12,2,3,0,27,0
7390,Nicholas,Broomhead,0,0,0,8,0,30,1
7391,David,López,100,6,2,1,12,29,0
7392,Juan,Quintana,4,0,1,4,0,18,0
7393,Sergio,Casal,0,0,0,3,0,16,0
7394,Rusty,Walker,0,0,0,1,11,16,0
7395,Hugh,Stewart,0,0,0,9,0,16,0
7396,Marc,McDaniel,0,0,0,1,11,16,0
7397,Dany,Grégoire,347,29,6,8,0,20,0
7398,Bobby,Veeck,0,0,0,8,0,20,0
7399,Andy,Haddington,0,0,0,3,0,16,0
7400,Bob,King,0,0,0,1,11,16,0
7401,Iván,Vega,0,0,0,2,0,42,1
7402,Tim,Dumbrill,110,14,2,1,12,28,0
7403,Don,Davis,0,0,0,1,12,17,0
7404,Jake,Reed,241,14,6,8,0,19,0
7405,Juan,Téllez,0,0,0,1,11,29,0
7406,Dan,Brown,179,29,4,8,0,23,0
7407,Grzegorz,Brisch,0,0,0,1,12,17,0
7408,Douggie,Ranby,145,12,3,4,0,26,0
7409,Ernesto,Flores,6,0,1,1,11,17,0
7410,Ted,Adkins,97,22,2,2,0,23,0
7411,Daniel,Margerson,0,0,0,1,11,29,0
7412,Jerry,Lewis,0,0,0,1,13,35,1
7413,Jesús,Valdéz,0,0,0,1,12,15,0
7414,Hugh,Hooper,0,0,0,1,11,30,1
7415,Doug,Johnson,239,28,6,5,0,19,0
7416,Chris,Schmitt,0,0,0,7,0,17,0
7417,Curt,Dukes,0,0,0,3,0,16,0
7418,Yannick,Moi,0,0,0,4,0,16,0
7419,Pete,Maddox,0,0,0,6,0,16,0
7420,Chuck,Wright,0,0,0,1,11,16,0
7421,Eric,Simmons,345,19,6,3,0,18,0
7422,Luis,Rodríguez,0,0,0,1,12,25,0
7423,Ed,Goff,0,0,0,1,11,16,0
7424,António,Hernández,158,30,4,1,12,24,0
7425,Jon,Schroeder,0,0,0,1,11,16,0
7426,Phil,James,0,0,0,8,0,16,0
7427,Tommy,Anderson,119,25,3,3,0,28,0
7428,Mal,Conley,0,0,0,1,12,17,0
7429,Shawn,Mitchell,0,0,0,1,12,16,0
7430,Pat,Johnson,0,0,0,4,0,16,0
7431,Kris,Bryant,0,0,0,5,0,52,1
7432,Chris,Barber,0,0,0,1,12,16,0
7433,Bob,Burns,344,26,6,4,0,18,0
7434,Billy,Thomas,0,0,0,2,0,16,0
7435,Don,Warren,0,0,0,1,11,16,0
7436,Kevin,Berry,148,25,4,1,11,26,0
7437,Esteban,Castro,0,0,0,1,11,16,0
7438,Pete,Brooks,0,0,0,6,0,17,0
7439,Danny,Picot,171,29,4,1,11,26,0
7440,Azem,Vulaj,0,0,0,9,0,16,0
7441,Randy,Welton,0,0,0,6,0,16,0
7442,Bob,Aastrom,0,0,0,6,0,16,0
7443,Tim,Rosit,0,0,0,1,12,16,0
7444,Dave,Mitchell,0,0,0,5,0,16,0
7445,Sean,McCauley,0,0,0,1,11,15,0
7446,Greg,Walker,0,0,0,2,0,17,0
7447,Jerry,Cooper,0,0,0,1,11,16,0
7448,Tony,Buchanan,87,21,2,1,12,29,0
7449,Phil,Moon,0,0,0,1,12,17,0
7450,Willie,Barnes,256,7,6,9,0,19,0
7451,Brendan,Jacobs,0,0,0,1,11,15,0
7452,Eric,Burke,0,0,0,5,0,17,0
7453,Mario,Marno,88,4,2,1,11,26,0
7454,Ken,Murphy,20,0,1,9,0,26,0
7455,Jeff,Williams,0,0,0,1,11,15,0
7456,Don,Jackson,0,0,0,8,0,16,0
7457,Tommy,MacKey,0,0,0,1,11,17,0
7458,Heriberto,Padeira,0,0,0,1,11,39,1
7459,José,Soto,0,0,0,1,11,16,0
7460,Ed,Griffin,0,0,0,2,0,16,0
7461,Raúl,Sáenz,0,0,0,2,0,15,0
7462,Robby,Allen,0,0,0,5,0,33,0
7463,Berend,van de Par,21,0,1,1,11,29,0
7464,Nate,McCoy,0,0,0,1,11,16,0
7465,Phil,Harris,134,2,3,6,0,27,0
7466,Dag,Mogen,378,28,6,1,11,19,0
7467,Jim,Wood,0,0,0,1,11,16,0
7468,Yancey,Daye,173,10,4,6,0,24,0
7469,Bob,Stevenson,347,29,6,1,11,19,0
7470,Dave,Allen,0,0,0,5,0,16,0
7471,Andy,McClain,0,0,0,3,0,16,0
7472,Raúl,Madrigal,11,0,1,1,11,17,0
7473,Juan,López,0,0,0,5,0,17,0
7474,Jeff,Galloway,0,0,0,1,11,16,0
7475,Pepe,Montoya,0,0,0,1,12,17,0
7476,José,Nerí,0,0,0,1,12,16,0
7477,Oliver,Encarnación,0,0,0,1,12,39,1
7478,Joe,Watson,0,0,0,1,11,17,0
7479,Ted,Robertson,0,0,0,4,0,31,0
7480,Brent,Slootweg,151,28,4,3,0,24,0
7481,Jon,Ramones,0,0,0,4,0,16,0
7482,Monte,Lounsbury,0,0,0,8,0,16,0
7483,José,Cervantes,289,1,6,1,12,19,0
7484,Manny,Ibarra,0,0,0,1,11,41,1
7485,Dan,Pérez,113,9,2,4,0,26,0
7486,Jerry,Shaw,111,24,2,1,12,24,0
7487,Jeff,Jones,0,0,0,1,11,45,1
7488,Norberto,Ramos,251,29,6,1,12,19,0
7489,Dan,Thornton,0,0,0,1,11,33,1
7490,Sam,Lambright,95,2,2,1,11,27,0
7491,Dan,Lambright,0,0,0,1,11,16,0
7492,Juan,Martínez,92,5,2,1,12,26,0
7493,Eddie,Alexander,0,0,0,1,11,15,0
7494,David,Domínguez,0,0,0,3,0,15,0
7495,Brendan,Edwards,0,0,0,4,0,16,0
7496,Bobby,Kane,0,0,0,9,0,16,0
7497,Jon,McMillan,0,0,0,1,11,16,0
7498,Tommy,Ruffin,0,0,0,1,11,17,0
7499,Darrel,Brown,0,0,0,2,0,17,0
7500,Willie,Novak,0,0,0,4,0,17,0
7501,Randy,Brown,0,0,0,8,0,16,0
7502,Dave,Gilbert,0,0,0,1,11,15,0
7503,Orlando,Lerma,0,0,0,8,0,16,0
7504,Joe,Nielsen,0,0,0,7,0,16,0
7505,Pete,Jones,373,2,5,9,0,23,0
7506,Kevin,Elliott,0,0,0,1,11,17,0
7507,Chris,Hawkins,0,0,0,3,0,16,0
7508,Tim,Jefferson,0,0,0,1,12,16,0
7509,Greg,Estes,103,13,2,4,0,31,0
7510,Ron,White,0,0,0,1,11,16,0
7511,Rob,Ortíz,351,22,6,1,11,19,0
7512,Alfredo,Salazar,0,0,0,2,0,29,0
7513,Josh,Jackson,140,15,3,1,12,27,0
7514,Reggie,Allen,0,0,0,4,0,16,0
7515,José,Guerrero,0,0,0,1,12,37,1
7516,Tommy,O'Neil,364,27,6,4,0,19,0
7517,Donnie,Storey,0,0,0,1,12,16,0
7518,Raúl,García,86,8,2,5,0,26,0
7519,Tony,Gallardo,0,0,0,9,0,38,1
7520,Juan,Ordóñez,0,0,0,1,11,16,0
7521,Dave,Yates,251,29,6,2,0,19,0
7522,Chris,Sims,0,0,0,8,0,16,0
7523,Jayson,Harden,343,12,6,3,0,19,0
7524,Mike,Stewart,0,0,0,1,11,15,0
7525,Max,Pankhurst,0,0,0,6,0,38,1
7526,Curt,Graham,0,0,0,5,0,16,0
7527,José,Rodríguez,0,0,0,9,0,17,0
7528,Dave,Johnstone,0,0,0,1,11,16,0
7529,Alfredo,González,88,4,2,6,0,29,0
7530,Steve,Turner,0,0,0,1,11,15,0
7531,Bob,Lewis,0,0,0,1,11,16,0
7532,Jeremy,Dixon,0,0,0,5,0,16,0
7533,Octávio,Gonzáles,0,0,0,5,0,16,0
7534,Frazer,Jacques,114,25,2,1,13,34,0
7535,Nate,O'Reilly,0,0,0,1,12,17,0
7536,Rob,Cochrane,419,0,11,3,0,17,0
7537,Shawn,Tyler,0,0,0,2,0,16,0
7538,Ben,Taylor,0,0,0,2,0,17,0
7539,Tim,Phelps,0,0,0,6,0,16,0
7540,Su-wu,Zhou,0,0,0,1,12,17,0
7541,Joe,Cox,0,0,0,1,11,17,0
7542,Cristián,Pérez,0,0,0,8,0,37,1
7543,Jim,Bowling,338,5,6,3,0,20,0
7544,Norm,Vaughn,0,0,0,1,11,17,0
7545,José,Rivas,0,0,0,5,0,29,1
7546,Dominic,Wullenweber,0,0,0,1,11,15,0
7547,José,Guerra,0,0,0,9,0,31,0
7548,Steve,Griffin,0,0,0,6,0,16,0
7549,Kurt,McElroy,5,0,1,6,0,24,0
7550,Sean,Davidson,267,14,6,3,0,20,0
7551,Danny,Ramsey,0,0,0,2,0,16,0
7552,10521,Parker,0,0,0,1,12,15,0
7553,Bob,Gordon,0,0,0,1,11,17,0
7554,Kevin,Ryder,0,0,0,8,0,16,0
7555,José,Montoya,0,0,0,9,0,17,0
7556,Franck,Schoe,0,0,0,5,0,29,0
7557,Jorge,Seguame,0,0,0,5,0,16,0
7558,Whit,Spencer,0,0,0,6,0,19,0
7559,Jeremy,Patrick,0,0,0,1,11,16,0
7560,Jim,Cawse,0,0,0,1,11,16,0
7561,Josh,Walsh,0,0,0,8,0,16,0
7562,Bob,Campden,0,0,0,4,0,15,0
7563,Chad,Davidson,0,0,0,1,11,16,0
7564,Esteban,Barrón,0,0,0,1,11,16,0
7565,Al,Griggs,0,0,0,1,12,42,1
7566,Placeholder3,Sharpe,0,0,0,5,0,17,0
7567,Monte,Clarke,0,0,0,4,0,17,0
7568,Greg,Raymond,121,18,3,4,0,24,0
7569,Tony,Johnson,0,0,0,1,11,16,0
7570,Zak,Carr,0,0,0,6,0,17,0
7571,Gilberto,Núñes,0,0,0,6,0,29,0
7572,Juan,Gonzáles,0,0,0,1,11,17,0
7573,Curt,Lee,0,0,0,8,0,16,0
7574,Anastasio,González,87,21,2,1,12,30,0
7575,António,Correa,15,0,1,6,0,30,0
7576,Greg,Barr,0,0,0,8,0,17,0
7577,Jean-François,Lefebvre,0,0,0,8,0,38,1
7578,José,Garza,0,0,0,1,11,39,1
7579,Jeff,Newton,0,0,0,1,11,17,0
7580,Fran,Clark,124,3,3,1,12,27,0
7581,Lou,Davis,0,0,0,1,12,18,0
7582,Gilberto,Castillo,0,0,0,1,11,38,1
7583,Donnie,Hughes,0,0,0,7,0,16,0
7584,Jorge,Fernández,0,0,0,1,11,17,0
7585,Bob,Sawyer,20,0,1,6,0,30,0
7586,César,Coluncia,19,0,1,1,11,24,0
7587,Mitch,Spence,0,0,0,1,11,16,0
7588,Jon,Wilson,0,0,0,1,12,26,0
7589,Juan,Martínez,0,0,0,1,11,16,0
7590,Mario,Hernández,0,0,0,5,0,15,0
7591,Jorge,Andrés,114,25,2,1,11,29,0
7592,Curt,Hill,0,0,0,5,0,16,0
7593,Mauro,Franco,0,0,0,6,0,17,0
7594,Jorge,Reyes,100,6,2,1,13,29,0
7595,José,Cuevas,21,0,1,3,0,31,0
7596,Julius,Parker,0,0,0,4,0,16,0
7597,Tim,Vargas,0,0,0,1,11,16,0
7598,Ben,McKenzie,0,0,0,1,11,16,0
7599,José,Flores,0,0,0,1,12,24,0
7600,José,Guerrero,0,0,0,1,12,39,1
7601,Tim,Franck,113,9,2,1,12,32,0
7602,Bob,Richardson,140,15,3,1,11,26,0
7603,Steve,Bancroft,0,0,0,1,11,16,0
7604,Juan,Fuentes,0,0,0,1,11,16,0
7605,J.J.,Pearson,0,0,0,4,0,16,0
7606,Pete,Livingston,419,0,11,2,0,16,0
7607,Clarence,Ross,0,0,0,6,0,16,0
7608,Mike,Davis,98,7,2,9,0,23,0
7609,Steve,McCray,0,0,0,8,0,17,0
7610,Iban,van Kastel,0,0,0,1,11,38,1
7611,Kevin,Gallagher,99,10,2,2,0,26,0
7612,Bob,McKinney,90,18,2,9,0,28,0
7613,Jeff,Mason,6,0,1,1,11,31,0
7614,Pancho,Rojas,99,10,2,5,0,29,0
7615,Greg,Nash,0,0,0,1,12,30,0
7616,Zenya,Aloyan,0,0,0,2,0,15,0
7617,Pat,Baylor,0,0,0,2,0,16,0
7618,Rob,Oldacres,87,21,2,8,0,29,0
7619,Tim,Wilson,350,18,6,3,0,18,0
7620,Jorge,Suárez,0,0,0,1,11,16,0
7621,Al,Swingle,0,0,0,3,0,16,0
7622,Ken,Paul,419,0,11,3,0,17,0
7623,Dave,Martin,0,0,0,1,11,16,0
7624,Dan,Thompson,0,0,0,1,11,16,0
7625,Tim,Howe,132,24,3,1,11,19,0
7626,Esteban,Reyes,249,2,6,6,0,19,0
7627,R.J.,Hampton,0,0,0,9,0,16,0
7628,Ed,Gibson,0,0,0,3,0,16,0
7629,Chris,Dailey,0,0,0,1,11,17,0
7630,Willie,Chapman,200,4,4,6,0,23,0
7631,Joe,Anderson,132,24,3,1,11,26,0
7632,José,Flores,0,0,0,1,11,16,0
7633,Doug,Branch,0,0,0,1,11,16,0
7634,Ron,Brock,0,0,0,1,11,16,0
7635,José,Salazar,194,21,4,7,0,24,0
7636,Chet,Browning,0,0,0,6,0,17,0
7637,Joe,Hatcher,0,0,0,8,0,16,0
7638,Cisco,Montés,0,0,0,7,0,29,1
7639,Jon,Swinney,419,0,11,2,0,16,0
7640,Norm,Green,0,0,0,1,11,16,0
7641,José,Morales,123,22,3,1,11,23,0
7642,Don,Pierce,0,0,0,1,11,16,0
7643,Eddie,Parks,0,0,0,1,11,16,0
7644,Tim,Cruz,0,0,0,1,11,17,0
7645,Chris,Ross,163,5,4,1,11,24,0
7646,Randy,Lukes,0,0,0,7,0,17,0
7647,Jesús,Carrillo,0,0,0,5,0,16,0
7648,Dylan,Shipman,0,0,0,1,11,16,0
7649,Alex,Robles,0,0,0,1,11,15,0
7650,Lou,Benítez,0,0,0,2,0,15,0
7651,Tony,Delgado,357,23,6,1,11,20,0
7652,Tim,Yates,0,0,0,1,11,16,0
7653,Tim,Briggs,350,18,6,1,11,20,0
7654,Joe,Taylor,30,0,1,1,11,23,0
7655,Raúl,Hernández,24,0,1,5,0,29,0
7656,Jean-Michel,Girard,130,16,3,6,0,27,0
7657,Wilson,Sánchez,0,0,0,8,0,16,0
7658,Alfredo,Montoya,90,18,2,2,0,26,0
7659,José,Muñóz,0,0,0,3,0,29,0
7660,Joe,Pitts,0,0,0,5,0,16,0
7661,Dan,Sims,0,0,0,6,0,17,0
7662,Jermaine,Powers,457,0,10,1,11,18,0
7663,Reggie,Merrill,0,0,0,9,0,17,0
7664,Pepe,Ramos,123,22,3,1,13,24,0
7665,Ron,Black,90,18,2,6,0,23,0
7666,Jesús,Maldonado,0,0,0,2,0,16,0
7667,Chris,Davis,0,0,0,1,11,16,0
7669,José,Núñez,0,0,0,1,11,16,0
7670,Gabe,Nicholson,0,0,0,1,11,17,0
7671,Bob,Jordan,0,0,0,1,12,16,0
7672,Zach,Hayes,0,0,0,9,0,17,0
7673,Jared,Blanton,0,0,0,8,0,16,0
7674,Jeremy,May,0,0,0,1,11,16,0
7675,Dan,Davis,0,0,0,8,0,16,0
7676,Tim,Cline,131,6,3,8,0,23,0
7677,Bob,Baker,0,0,0,1,12,17,0
7678,Johnathan,Webb,28,0,1,1,12,31,0
7679,Dong-u,Lee,0,0,0,6,0,39,1
7680,Juan,Reynoso Jr.,0,0,0,2,0,17,0
7681,Jorge,Ortíz,254,8,6,6,0,19,0
7682,Bob,Bly,0,0,0,1,11,17,0
7683,Alex,Larson,0,0,0,1,11,16,0
7684,Edgardo,Méndez,0,0,0,6,0,16,0
7685,Ron,Garlick,13,0,1,1,12,24,0
7686,John,Greenan,214,26,5,5,0,19,0
7687,George,Parker,0,0,0,4,0,16,0
7688,Sven,Samuelsen,0,0,0,5,0,31,0
7689,Steve,Chamberlain,0,0,0,1,11,15,0
7690,Ron,Steward,106,15,2,1,12,23,0
7691,Jorge,Pérez,0,0,0,1,11,20,0
7692,Clarence,O'Higgins,0,0,0,2,0,16,0
7693,Lou,Childress,0,0,0,1,11,15,0
7694,R.J.,Baker,98,7,2,3,0,26,0
7695,Baghdasar,Tatoyan,0,0,0,9,0,16,0
7696,José,Crus,27,0,1,2,0,17,0
7697,Alvin,Montoya,0,0,0,1,11,16,0
7698,Billy,Smith,0,0,0,1,11,35,1
7699,Edgardo,Reyes,0,0,0,1,11,16,0
7700,Bob,Norris,17,0,1,1,11,23,0
7701,Jeremy,Krause Jr.,0,0,0,9,0,16,0
7702,Harith,bin Hakim,107,28,2,6,0,24,0
